"DScore","WLoc","NumOT","Poss","Pace","Conf_Tour","DFGM","DFGA","DFGM3","DFGA3","DFTM","DFTA","DOR","DDR","DAst","DTO","DStl","DBlk","DPF","DFG.P","DFG3.P","DFT.P","DEFG.P","DTO.P","DOR.P","DDR.P","DFT.R","DORtg","DDRtg","DFTA.R","D3PA.R","DTS.P"
17,"H",0,71.7875,71.7875,0,8,-2,1,-7,0,-11,-10,7,-2,-4,-1,1,6,0.138104838709677,0.104347826086957,0.352564102564102,0.147681451612903,-0.029417904403782,-0.12488038277512,-0.12488038277512,0.00504032258064499,23.6810029601254,-23.6810029601254,-0.165322580645161,-0.097782258064516,0.161223018853609
9,"A",0,66.475,66.475,0,-3,-10,5,1,10,6,-3,6,-2,2,-1,2,-2,0.024258760107816,0.264705882352941,0.291666666666667,0.077418388739144,0.034574973121369,-0.012987012987013,-0.012987012987013,0.215633423180593,13.538924407672,-13.538924407672,0.167115902964959,0.069781371668164,0.121858058691528
15,"N",0,72.925,72.925,1,3,-7,0,-9,9,14,-1,8,5,-2,5,2,-8,0.114732724902216,0.145161290322581,-0.05,0.127281616688396,-0.018853371641802,0.037037037037037,0.037037037037037,0.200456323337679,20.569077819678,-20.569077819678,0.305736636245111,-0.102346805736636,0.116102895348178
5,"N",0,74.6375,74.6375,1,4,-3,4,-3,-7,-5,-15,-8,1,-8,3,0,2,0.082382133995037,0.214046822742475,-0.132996632996633,0.117617866004963,-0.0794312430484599,-0.32514619883041,-0.32514619883041,-0.09652605459057,6.69904538603201,-6.69904538603201,-0.060545905707196,-0.029032258064516,0.071684516299665
15,"N",0,67.475,67.475,1,4,-2,1,-4,6,6,0,4,5,-1,1,2,-11,0.081034482758621,0.108333333333333,0.055555555555555,0.091666666666667,-0.012297560185239,0.029004614370468,0.0290046143704681,0.111494252873564,22.2304557243421,-22.2304557243421,0.113793103448276,-0.055172413793103,0.102441054616311
8,"N",0,65.65,65.65,1,-1,4,-1,5,11,16,4,-3,4,-8,8,2,-9,-0.053832442067737,-0.164251207729469,-0.106060606060606,-0.070053475935829,-0.118507014508579,0.080419580419581,0.0804195804195811,0.192869875222817,12.185833968012,-12.185833968012,0.282352941176471,0.06524064171123,-0.045850702904611
5,"N",0,63.7625,63.7625,1,0,-13,3,-6,2,1,-10,1,0,2,1,3,-1,0.090793650793651,0.276190476190477,0.0631578947368421,0.129047619047619,0.045597105289806,-0.178955453149002,-0.178955453149002,0.097777777777778,7.84159968633641,-7.84159968633641,0.098412698412698,-0.033333333333333,0.1326191010941
15,"N",0,62.3125,62.3125,1,5,0,0,-5,5,3,-3,3,5,-5,3,0,-4,0.092592592592592,0.05952380952381,0.174342105263158,0.0925925925925921,-0.06044608794592,-0.028770706190061,-0.0287707061900609,0.092592592592592,24.0722166499495,-24.0722166499495,0.055555555555556,-0.092592592592593,0.108906613022044
4,"N",1,76.7375,68.2111111111111,1,-4,-1,4,8,8,9,1,-2,0,-2,-1,-5,-5,-0.047747747747748,0.052083333333333,0.1175,-0.02009009009009,-0.0230607966457023,0.00277777777777805,0.00277777777777799,0.10972972972973,5.21257533800301,-5.21257533800301,0.124504504504505,0.112432432432432,0.00343635344745497
15,"N",0,73.45,73.45,1,6,-3,-2,-6,5,6,4,14,8,3,1,5,-2,0.128654970760233,-0.035714285714286,0.0357894736842109,0.112573099415204,0.031629894314938,0.151069518716577,0.151069518716577,0.105263157894737,20.4220558202859,-20.4220558202859,0.12962962962963,-0.091617933723197,0.114783155997922
6,"N",0,67.7625,67.7625,1,2,-10,-10,-20,12,19,-2,5,-10,-1,4,3,-5,0.120949074074074,-0.02932551319648,-0.044827586206897,0.05005787037037,-0.008754821886516,0.00478927203065099,0.00478927203065094,0.242476851851852,8.854454897621,-8.854454897621,0.380787037037037,-0.280671296296296,0.052634049830656
15,"N",0,74.5875,74.5875,1,4,15,-2,2,9,11,16,2,-4,-5,1,0,-2,-0.035818713450292,-0.151785714285714,0.00297619047619002,-0.055190058479532,-0.0781701076453789,0.304319793681496,0.304319793681496,0.062865497076023,20.1106083459025,-20.1106083459025,0.076023391812865,-0.023391812865497,-0.0351977322772091
3,"N",0,80.7125,80.7125,1,-5,-6,4,6,9,7,1,3,-1,2,-5,-3,-3,-0.037878787878788,0.084656084656084,0.157777777777778,0,0.024672377187202,0.036729036729037,0.036729036729036,0.16969696969697,3.7168963915131,-3.7168963915131,0.143939393939394,0.131818181818182,0.0405890414953489
22,"N",0,62.8875,62.8875,1,8,4,5,2,1,1,0,6,4,-4,2,-3,6,0.112388250319285,0.182608695652174,0.0238095238095239,0.152298850574712,-0.057545521204467,0.039473684210526,0.039473684210526,0.00574712643678102,34.9831047505463,-34.9831047505463,-0.000638569604087036,0.00510855683269501,0.138316035653422
13,"N",0,70.95,70.95,1,7,-14,-5,-21,4,12,-7,9,7,-2,2,-3,0,0.236383442265795,0.00862068965517199,-0.151785714285714,0.20343137254902,-0.0116199570360207,-0.093406593406594,-0.0934065934065941,0.116013071895425,18.322762508809,-18.322762508809,0.283224400871459,-0.278322440087146,0.156941594534463
11,"H",0,69.1875,69.1875,0,6,3,-6,-3,5,17,2,-3,5,-10,5,1,-8,0.092830188679245,-0.223636363636364,-0.230414746543779,0.031132075471698,-0.132124875002193,0.024720893141946,0.0247208931419459,0.083018867924528,15.8988256549232,-15.8988256549232,0.304905660377358,-0.084905660377358,0.001827780107301
3,"A",0,72.5,72.5,0,1,2,-2,10,3,4,14,13,-7,10,-5,-1,-3,0.00324464633354998,-0.23015873015873,0.015151515151515,-0.012978585334199,0.103296530024978,0.301449275362319,0.301449275362319,0.038286826735886,4.13793103448279,-4.13793103448279,0.050183863292235,0.137140385031365,-0.004510660026597
34,"A",0,67.1125,67.1125,0,18,11,5,6,-7,-7,4,11,16,-5,3,6,4,0.228632478632479,0.142857142857143,-0.131661442006269,0.259920634920635,-0.0680239058537414,0.166666666666667,0.166666666666667,-0.168192918192918,50.6612032035765,-50.6612032035765,-0.208485958485959,0.048229548229548,0.186968022005004
12,"A",0,78.175,78.175,0,-1,-3,1,-4,13,10,-1,6,-2,-5,-3,0,-2,0.00480497456189999,0.125,0.154135338345865,0.015545505935557,-0.048910252607598,0.035868005738881,0.0358680057388809,0.241096664782363,15.3501758874324,-15.3501758874324,0.19615602035048,-0.052006783493499,0.06697177159958
5,"H",0,61.175,61.175,0,5,-6,-7,-12,2,12,-10,-10,-4,-8,4,4,-9,0.12176724137931,-0.104395604395605,-0.526315789473684,0.071120689655172,-0.0976285523852747,-0.256410256410257,-0.256410256410257,0.045797413793103,8.173273395995,-8.173273395995,0.218211206896552,-0.164870689655172,0.0393937173655209
9,"A",0,72.65,72.65,0,3,-6,-3,-2,6,12,4,7,2,4,1,5,-2,0.09375,-0.169230769230769,-0.15,0.072737068965517,0.038044128601875,0.141353383458646,0.141353383458646,0.113146551724138,12.388162422574,-12.388162422574,0.219827586206897,-0.010237068965517,0.0687643395608
2,"A",0,70.6,70.6,0,6,4,4,6,-14,-14,-4,-5,2,0,-2,-1,3,0.066740823136819,0.063492063492063,-0.33816425120773,0.0945494994438261,0.003640043389317,-0.125668449197861,-0.125668449197861,-0.245828698553949,2.83286118980199,-2.83286118980199,-0.25139043381535,0.073414905450501,0.038293527247333
16,"A",0,73.35,73.35,0,4,-10,7,1,1,-2,-9,4,6,3,1,0,4,0.139069264069264,0.290513833992095,0.09037037037037,0.211038961038961,0.048307573956221,-0.147360703812317,-0.147360703812317,0.063852813852813,21.813224267213,-21.813224267213,0.037337662337662,0.077380952380953,0.193589197694733
30,"H",0,68.6875,68.6875,0,9,11,14,22,-2,-5,-1,-2,13,-10,10,0,3,0.068627450980392,0.283333333333333,0.02,0.178051865907653,-0.125215580358596,-0.034139402560455,-0.034139402560455,-0.074003795066414,43.6760691537758,-43.6760691537758,-0.167615433270083,0.327008222643896,0.154152011010858
5,"H",0,76.3125,76.3125,0,-4,-5,1,-6,12,21,-1,-5,1,-6,3,-5,-11,-0.024576954069299,0.142307692307692,-0.107142857142857,-0.013195004029008,-0.0648376966046285,-0.054545454545455,-0.054545454545455,0.181506849315068,6.552006552007,-6.552006552007,0.315874294923449,-0.06204673650282,-0.00172032509712494
21,"H",0,63.675,63.675,0,7,12,2,9,5,6,9,3,4,-6,4,1,-4,0.033333333333333,-0.055555555555556,0.05,0.035416666666667,-0.10419317023525,0.233497536945812,0.233497536945812,0.054166666666667,32.9799764428736,-32.9799764428736,0.058333333333334,0.075,0.042885386578424
8,"H",0,67.4125,67.4125,0,1,-2,3,-1,3,3,-6,-1,9,-4,0,3,-4,0.037037037037037,0.158008658008658,0.05,0.06712962962963,-0.043012658450343,-0.168734491315136,-0.168734491315136,0.061507936507936,11.867235305025,-11.867235305025,0.063492063492064,-0.00396825396825401,0.070928332554448
7,"A",0,79.6125,79.6125,0,8,5,-4,-4,-5,-9,1,6,9,1,1,-3,4,0.085897435897436,-0.145833333333333,0.047619047619047,0.049358974358975,0.007236937328123,0.07347972972973,0.07347972972973,-0.102564102564102,8.79258910347001,-8.79258910347001,-0.176923076923077,-0.082051282051282,0.041017039349817
4,"H",0,69.9875,69.9875,0,-1,-16,3,-5,3,5,-7,6,1,7,-2,5,-4,0.099261689909762,0.263285024154589,-0.105769230769231,0.145064260322668,0.103328614056071,-0.102627257799672,-0.102627257799672,0.0872299699207,5.71530630469709,-5.71530630469709,0.129340989882418,0.00628930817610102,0.142913434263244
3,"H",0,65.5,65.5,0,1,-1,-6,-9,7,12,0,1,-6,-7,7,-3,-2,0.029387755102041,-0.142857142857143,-0.06043956043956,-0.0297959183673471,-0.088743082660173,0.00860215053763502,0.00860215053763502,0.146938775510204,4.5801526717559,-4.5801526717559,0.250612244897959,-0.175102040816327,-0.0188247514190499
7,"H",0,71.3375,71.3375,0,-4,-8,-4,-5,19,17,0,5,1,1,2,0,-9,-0.00804828973843003,-0.066666666666667,0.335,-0.027274759669126,0.010729032155212,0.051480051480051,0.051480051480051,0.310529845741113,9.812510951463,-9.812510951463,0.284149340487369,-0.025709814442209,0.046202226527278
10,"H",0,71.0625,71.0625,0,8,15,-1,1,-5,-9,4,-1,6,-7,6,-3,4,0.024684270952928,-0.070175438596491,0.051630434782609,0.00430539609644098,-0.091017504293541,0.060714285714286,0.0607142857142861,-0.169345579793341,14.072119613017,-14.072119613017,-0.272101033295063,-0.062571756601607,-0.00956734955772498
15,"A",0,68.9375,68.9375,0,6,-13,-3,-14,6,11,-2,14,6,5,-2,1,-4,0.19496855345912,0.048433048433049,-0.0158730158730149,0.179674099485421,0.070645682970176,0.065900383141763,0.0659003831417629,0.128073184676958,21.7588395285586,-21.7588395285586,0.233562035448828,-0.163807890222984,0.171961085821472
17,"H",0,71.375,71.375,0,6,10,4,-1,1,2,8,5,4,-3,2,-6,-7,0.032345013477089,0.248366013071896,-0.0192307692307691,0.058101227912549,-0.051760096810395,0.185810810810811,0.185810810810811,-0.038035339922132,23.8178633975486,-23.8178633975486,-0.040131775980832,-0.069781371668164,0.0405972954370289
11,"A",0,64.1,64.1,0,2,3,2,14,5,8,1,0,7,-7,1,3,-5,0.011188811188811,-0.195833333333333,-0.05,0.02465034965035,-0.0990145027748195,0.025201612903226,0.025201612903226,0.081468531468532,17.160686427457,-17.160686427457,0.132867132867133,0.237762237762237,0.0249754813053359
7,"A",0,65.65,65.65,0,8,-1,0,-10,-9,-6,-4,4,7,3,1,-2,5,0.16255442670537,0.213333333333333,-0.368983957219251,0.164005805515239,0.044255525520957,-0.095371669004207,-0.095371669004207,-0.16799709724238,10.66260472201,-10.66260472201,-0.10921625544267,-0.183236574746009,0.09971697203894
8,"A",0,70.3375,70.3375,0,-1,-12,2,-4,8,9,-4,6,5,1,6,0,1,0.078125,0.173669467787115,0.095238095238095,0.106370192307692,0.028639525518788,-0.022857142857143,-0.022857142857143,0.182692307692308,11.3737337835441,-11.3737337835441,0.216346153846154,-0.00120192307692302,0.124451417733929
7,"H",0,68.1125,68.1125,0,-1,-15,-2,0,11,21,-2,5,-3,-1,1,6,-13,0.115947611710324,-0.105263157894737,-0.122222222222222,0.113443759630201,-0.000418711624332019,-0.022920203735144,-0.022920203735144,0.313559322033898,10.2771150669845,-10.2771150669845,0.563944530046225,0.109784283513097,0.0983265216463139
6,"A",0,63.2375,63.2375,0,9,4,2,-6,-14,-9,4,7,0,1,-1,-3,4,0.160090702947846,0.16931216931217,-0.4025,0.174149659863945,0.011148648648649,0.141071428571429,0.141071428571429,-0.323809523809524,9.4880411148448,-9.4880411148448,-0.229024943310658,-0.171428571428571,0.0553100609637711
12,"H",0,79.1875,79.1875,0,7,4,0,1,-2,1,3,4,3,-2,-6,1,0,0.09404659188956,-0.014285714285714,-0.112648221343874,0.090595340811044,-0.028836621651232,0.079268292682927,0.079268292682927,-0.047742306586137,15.153906866614,-15.153906866614,-0.00891573195283302,-0.00661489790048903,0.058053533133749
17,"H",0,68.7375,68.7375,0,4,1,5,11,4,3,-1,2,11,-2,2,1,-7,0.066736547868623,0.05787037037037,0.08133971291866,0.112159329140462,-0.027212579056751,-0.00948766603415599,-0.00948766603415596,0.069182389937107,24.7317694126209,-24.7317694126209,0.048916841369671,0.19811320754717,0.113383045513631
30,"H",0,63.975,63.975,0,15,15,5,2,-5,-10,-2,1,16,-9,5,-2,6,0.14827806122449,0.263888888888889,0.096153846153846,0.182557397959184,-0.118310218489645,-0.020667726550079,-0.020667726550079,-0.159438775510204,46.8933177022274,-46.8933177022274,-0.280612244897959,-0.045280612244898,0.145327660233207
12,"A",0,72.75,72.75,0,0,-21,-6,-21,18,22,-7,13,-1,1,6,-2,-7,0.183838383838384,0.145161290322581,0.10012836970475,0.156060606060606,0.032914256045097,-0.026515151515151,-0.026515151515151,0.484848484848485,16.494845360824,-16.494845360824,0.623232323232323,-0.247474747474748,0.174846719698837
6,"H",0,71,71,0,0,-8,4,7,2,4,-6,0,2,1,-3,2,-5,0.049662618083671,0.115196078431373,-0.0505050505050511,0.087989203778677,0.021439306226716,-0.107655502392344,-0.107655502392344,0.06531713900135,8.4507042253521,-8.4507042253521,0.109041835357625,0.159514170040485,0.083209911009943
19,"A",0,72.95,72.95,0,2,6,5,3,10,10,1,1,4,-8,6,1,0,-0.011273209549071,0.19047619047619,0.196078431372549,0.028846153846154,-0.103099806652747,0.027777777777778,0.027777777777778,0.156498673740053,26.0452364633309,-26.0452364633309,0.138594164456233,0.009946949602122,0.062126718587293
4,"A",0,76.9,76.9,0,3,-6,4,8,-6,-10,-7,0,6,2,2,-3,6,0.092101341281669,0.084705882352941,0.0471869328493649,0.13204172876304,0.043387328117579,-0.13558106169297,-0.135581061692969,-0.073323397913561,5.2015604681404,-5.2015604681404,-0.129955290611029,0.175856929955291,0.105337488451297
20,"N",0,64.025,64.025,0,1,-16,-2,-12,20,20,-6,10,4,0,-3,4,-7,0.167857142857143,0.181818181818182,0.229885057471264,0.167857142857143,0.023493371533748,0.011111111111111,0.0111111111111111,0.542857142857143,31.2377977352599,-31.2377977352599,0.564285714285714,-0.142857142857143,0.239102471027626
7,"A",0,62.3125,62.3125,0,1,4,4,10,1,-3,-2,-1,0,-4,2,-1,2,-0.010338680926916,0.026666666666667,0.171052631578947,0.022459893048129,-0.054948330618168,-0.05,-0.05,0.00249554367201402,11.2337011033096,-11.2337011033096,-0.081639928698752,0.160427807486631,0.036722584971917
10,"H",0,61.3375,61.3375,0,4,-4,1,-7,1,-3,-9,3,5,-4,0,-1,2,0.134469696969697,0.230392156862745,0.211111111111111,0.155303030303031,-0.028729683947602,-0.244444444444444,-0.244444444444444,0.047348484848485,16.303240269003,-16.303240269003,-0.034090909090909,-0.113636363636364,0.162536561322498
2,"H",0,73.8,73.8,0,-2,-9,-2,-5,8,20,-1,3,-3,-3,0,6,-9,0.043820933165195,-0.019607843137255,-0.169590643274854,0.033102143757882,-0.030854493379989,-0.00081900081900102,-0.000819000819000992,0.190731399747793,2.71002710027099,-2.71002710027099,0.435687263556116,-0.047919293820933,0.010324349814834
19,"A",0,59.3375,59.3375,0,5,7,6,13,3,11,10,4,6,-4,8,3,-1,0.041889483065954,0.038793103448276,-0.318181818181818,0.091354723707665,-0.08105803948711,0.28956228956229,0.28956228956229,0.027629233511587,32.0202232989259,-32.0202232989259,0.181372549019608,0.204991087344028,0.049518554684675
2,"H",1,74.4375,66.1666666666667,0,1,7,1,9,-1,-1,6,1,-4,-2,0,-5,0,-0.038364779874214,-0.111111111111111,-0.025641025641025,-0.0388364779874221,-0.03802550032819,0.139784946236559,0.139784946236559,-0.036477987421384,2.686817800168,-2.686817800168,-0.045283018867925,0.110377358490566,-0.041003292995584
2,"H",0,67.4625,67.4625,0,-2,-7,7,4,-1,-3,-1,7,5,4,-2,5,2,0.014802631578947,0.24952380952381,0.061538461538462,0.080043859649123,0.059875468132819,0.040531561461794,0.0405315614617939,-0.004111842105263,2.96460996850101,-2.96460996850101,-0.027686403508772,0.11047149122807,0.0774379839874
5,"H",0,73.55,73.55,0,4,0,2,13,-5,-4,-5,-1,7,-3,0,0,4,0.067796610169491,-0.043103448275862,-0.125,0.084745762711864,-0.026457103378973,-0.104010025062657,-0.104010025062657,-0.084745762711864,6.7980965329707,-6.7980965329707,-0.067796610169492,0.220338983050848,0.049407071304882
16,"H",0,69.7375,69.7375,0,0,-8,6,1,10,11,-2,3,-3,0,5,1,-7,0.071179883945842,0.280952380952381,0.0743589743589751,0.138104448742747,0.008078205206864,-0.038961038961039,-0.038961038961039,0.246808510638298,22.9431797813231,-22.9431797813231,0.280464216634429,0.083172147001934,0.156995892795696
8,"H",0,71.675,71.675,0,4,-4,-6,-18,6,6,0,8,-7,-1,-1,2,-2,0.096847414880202,0.072727272727273,0.075,0.0542244640605301,-0.00825010693431699,0.076190476190476,0.076190476190476,0.106431273644388,11.161492849669,-11.161492849669,0.108448928121059,-0.261790668348046,0.0682832272694021
3,"A",0,69.475,69.475,0,2,16,-2,6,1,0,7,-8,-4,-6,7,-6,3,-0.097939885173927,-0.166666666666666,0.047619047619047,-0.130023640661939,-0.100014694101977,0.051282051282052,0.051282051282052,-0.059777102330294,4.3181000359845,-4.3181000359845,-0.113475177304965,-0.002026342451874,-0.110284993343005
21,"A",0,67.225,67.225,0,8,6,-4,-8,9,14,3,1,0,-10,0,-1,-7,0.087823275862069,-0.102564102564102,-0.00877192982456199,0.050915948275862,-0.122359290247491,0.051616562677255,0.051616562677255,0.114762931034483,31.238378579397,-31.238378579397,0.179956896551724,-0.158943965517241,0.05132791385024
21,"H",0,63.025,63.025,0,5,-3,7,5,4,4,-3,6,7,-4,2,5,-1,0.125531914893617,0.258771929824562,0.044817927170869,0.201914893617021,-0.044892797958417,-0.038112522686026,-0.0381125226860261,0.101702127659574,33.3201110670365,-33.3201110670365,0.106808510638298,0.13063829787234,0.191937579014593
5,"A",0,79.45,79.45,0,4,-8,-4,-14,1,4,0,11,-8,6,-2,5,-1,0.107638888888889,0.0125,-0.091666666666667,0.084201388888889,0.066546286639374,0.074324324324324,0.074324324324324,0.043402777777778,6.29326620516061,-6.29326620516061,0.097222222222222,-0.166666666666667,0.0713739402125271
38,"H",0,65.7875,65.7875,0,20,9,1,-7,-3,3,3,10,9,-6,6,4,-1,0.28149726110773,0.140740740740741,-0.282352941176471,0.279975654290931,-0.085442644682878,0.154545454545455,0.154545454545455,-0.089470480827754,57.7617328519859,-57.7617328519859,0.00182592818015798,-0.186853317102861,0.203664530312094
14,"H",0,73.7875,73.7875,0,5,-2,2,1,2,3,-3,5,4,-3,-2,0,-4,0.098275862068966,0.072463768115942,-0.005882352941177,0.117241379310345,-0.027201490103921,-0.021926910299003,-0.021926910299004,0.041379310344828,18.9734033542264,-18.9734033542264,0.061494252873564,0.030459770114943,0.107457733164674
4,"H",0,63.3625,63.3625,0,-2,-13,-1,-4,9,7,-7,4,-3,4,1,-2,-2,0.072695035460993,0.015151515151515,0.289473684210526,0.0781914893617021,0.069008037046162,-0.119047619047619,-0.119047619047619,0.219148936170213,6.31288222529101,-6.31288222529101,0.204255319148936,0.016312056737588,0.118495290140776
19,"A",0,73.8,73.8,0,2,-1,10,11,5,4,-3,0,14,-3,-4,2,-5,0.039397144368059,0.453947368421053,0.079487179487179,0.121496562665257,-0.031628490812624,-0.051282051282051,-0.051282051282051,0.086462189317821,25.7452574525749,-25.7452574525749,0.072448439978848,0.18244315177155,0.120776519425274
11,"H",0,83.0375,83.0375,0,-3,-23,2,1,15,17,-14,7,6,0,-5,1,-6,0.088263588263588,0.094736842105263,0.221621621621622,0.112313612313612,0.030486287718269,-0.172879776328052,-0.172879776328052,0.322029822029822,13.2470269456571,-13.2470269456571,0.425444925444925,0.123617123617123,0.151573090194004
4,"H",0,72.925,72.925,0,-9,-9,4,2,18,24,5,2,-4,1,-4,-2,-12,-0.119387755102041,0.183333333333333,0.031671554252199,-0.0625,0.005517529613186,0.127134724857685,0.127134724857685,0.546428571428571,5.4850874185812,-5.4850874185812,0.74234693877551,0.13265306122449,0.010311319684283
5,"H",0,65.475,65.475,0,0,4,-3,-1,8,10,10,7,-2,-1,-2,-2,1,-0.033205619412515,-0.179166666666667,0.0432692307692309,-0.062260536398468,-0.028233026484914,0.27134724857685,0.27134724857685,0.123882503192848,7.636502481863,-7.636502481863,0.15197956577267,-0.037675606641124,-0.033113652516638
18,"A",0,67.1,67.1,0,4,1,8,8,2,2,1,3,10,1,-2,-3,0,0.069803921568627,0.157635467980295,0.015686274509804,0.146470588235294,0.00637512369643001,0.047254150702426,0.047254150702426,0.034117647058824,26.8256333830101,-26.8256333830101,0.033333333333333,0.148627450980392,0.133280118085992
